Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,diferenciais,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,preco
2599,Apartamento,Varzea,Imobiliaria,2,1,1,55,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,250000
2600,Apartamento,Boa Viagem,Imobiliaria,2,0,1,85,0,salao de festas,0,0,0,0,0,1,0,0,0,0,300000
2601,Apartamento,Prado,Imobiliaria,3,1,1,64,0,estacionamento visitantes e salao de festas,0,1,0,0,0,1,0,0,0,0,340000
2602,Apartamento,Imbiribeira,Imobiliaria,2,0,1,45,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,220000
2603,Apartamento,Aflitos,Imobiliaria,2,1,2,60,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,390000
2604,Apartamento,Casa Amarela,Imobiliaria,2,0,1,55,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,295000
2605,Apartamento,Boa Viagem,Imobiliaria,3,1,1,75,72,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000
2606,Apartamento,Parnamirim,Imobiliaria,3,1,1,77,0,nenhum,0,0,0,0,0,0,0,0,0,0,450000
2607,Apartamento,Imbiribeira,Imobiliaria,4,3,3,170,0,churrasqueira e playground,1,0,0,1,0,0,0,0,0,0,1200000
2608,Apartamento,Boa Viagem,Imobiliaria,3,3,2,142,0,piscina e esquina,0,0,1,0,0,0,0,0,0,0,890000
2609,Apartamento,Boa Viagem,Imobiliaria,4,2,3,153,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1100000
2610,Apartamento,Boa Viagem,Imobiliaria,4,4,3,341,0,churrasqueira e sauna,1,0,0,0,0,0,0,0,1,0,2150000
2611,Apartamento,Gracas,Pessoa Fisica,3,2,2,131,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,650000
2612,Apartamento,Boa Viagem,Imobiliaria,3,3,2,156,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,1100000
2613,Apartamento,Boa Viagem,Imobiliaria,4,2,2,132,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,850000
2614,Apartamento,Torre,Imobiliaria,2,1,1,80,0,churrasqueira e playground,1,0,0,1,0,0,0,0,0,0,335000
2615,Apartamento,Casa Amarela,Imobiliaria,3,1,1,61,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,386000
2616,Apartamento,Rosarinho,Imobiliaria,3,1,2,85,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,460000
2617,Apartamento,Boa Viagem,Imobiliaria,4,2,2,155,57,salao de festas,0,0,0,0,0,1,0,0,0,0,600000
2618,Apartamento,Madalena,Imobiliaria,3,1,2,107,0,nenhum,0,0,0,0,0,0,0,0,0,0,380000
2619,Apartamento,Boa Viagem,Imobiliaria,3,1,2,110,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,750000
2620,Apartamento,Casa Amarela,Imobiliaria,3,1,2,118,0,nenhum,0,0,0,0,0,0,0,0,0,0,670000
2621,Apartamento,Imbiribeira,Imobiliaria,2,1,1,45,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,235000
2622,Apartamento,Casa Forte,Imobiliaria,3,0,0,107,0,nenhum,0,0,0,0,0,0,0,0,0,0,690000
2623,Apartamento,Gracas,Imobiliaria,3,0,1,82,33,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,290000
2624,Apartamento,Beira Rio,Imobiliaria,3,1,2,87,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,519000
2625,Apartamento,Espinheiro,Imobiliaria,3,1,1,95,0,piscina,0,0,1,0,0,0,0,0,0,0,370000
2626,Apartamento,Gracas,Imobiliaria,4,2,3,185,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1500000
2627,Apartamento,Gracas,Imobiliaria,3,1,2,126,0,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,500000
2628,Apartamento,Casa Amarela,Imobiliaria,3,1,2,95,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,530000
2629,Apartamento,Boa Viagem,Imobiliaria,4,2,2,231,162,frente para o mar e playground,0,0,0,1,0,0,0,0,0,1,1450000
2630,Apartamento,Torre,Imobiliaria,3,1,2,90,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,600000
2631,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,610000
2632,Apartamento,Madalena,Imobiliaria,3,1,2,98,0,nenhum,0,0,0,0,0,0,0,0,0,0,630000
2633,Apartamento,Aflitos,Imobiliaria,4,4,3,302,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1390000
2634,Apartamento,Madalena,Pessoa Fisica,4,2,3,140,99,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,800000
2635,Apartamento,Encruzilhada,Imobiliaria,3,1,1,71,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,370000
2636,Apartamento,Caxanga,Imobiliaria,3,1,2,84,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,535000
2637,Apartamento,Boa Viagem,Imobiliaria,4,2,3,231,0,frente para o mar e copa,0,0,0,0,0,0,0,0,0,1,2100000
2638,Apartamento,Madalena,Imobiliaria,2,0,1,71,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,300000
2639,Apartamento,Boa Viagem,Imobiliaria,3,1,2,80,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,350000
2640,Casa,Boa Viagem,Imobiliaria,7,1,2,260,126,nenhum,0,0,0,0,0,0,0,0,0,0,1500000
2641,Apartamento,Boa Viagem,Imobiliaria,3,1,1,87,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,490000
2642,Apartamento,Parnamirim,Imobiliaria,4,0,0,120,0,copa e salao de festas,0,0,0,0,0,1,0,0,0,0,500000
2643,Apartamento,Caxanga,Imobiliaria,2,1,1,55,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,268000
2644,Apartamento,Torre,Imobiliaria,3,1,1,105,0,salao de festas,0,0,0,0,0,1,0,0,0,0,299000
2645,Apartamento,Parnamirim,Imobiliaria,4,4,3,330,0,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,1500000
2646,Apartamento,Madalena,Imobiliaria,2,1,1,57,0,churrasqueira,1,0,0,0,0,0,0,0,0,0,290000
2647,Apartamento,Tejipio,Imobiliaria,2,0,0,45,12,churrasqueira e playground,1,0,0,1,0,0,0,0,0,0,155000
2648,Apartamento,Espinheiro,Imobiliaria,1,0,1,33,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,240000
2649,Apartamento,Apipucos,Imobiliaria,2,1,1,58,0,playground e sala de ginastica,0,0,0,1,0,0,0,1,0,0,336000
2650,Apartamento,Boa Viagem,Imobiliaria,3,1,2,97,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,722000
2651,Apartamento,Espinheiro,Imobiliaria,4,2,0,146,0,nenhum,0,0,0,0,0,0,0,0,0,0,850000
2652,Apartamento,Rosarinho,Imobiliaria,4,2,2,113,0,copa e playground,0,0,0,1,0,0,0,0,0,0,894000
2653,Apartamento,Boa Viagem,Imobiliaria,3,1,2,95,0,nenhum,0,0,0,0,0,0,0,0,0,0,400000
2654,Apartamento,Pina,Imobiliaria,2,1,1,57,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,380000
2655,Apartamento,Aflitos,Imobiliaria,3,1,1,149,0,nenhum,0,0,0,0,0,0,0,0,0,0,550000
2656,Apartamento,Casa Amarela,Imobiliaria,3,2,2,115,0,nenhum,0,0,0,0,0,0,0,0,0,0,630000
2657,Apartamento,Boa Viagem,Imobiliaria,4,2,1,56,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,488000
2658,Apartamento,Torre,Imobiliaria,3,1,2,107,0,nenhum,0,0,0,0,0,0,0,0,0,0,450000
2659,Apartamento,Rosarinho,Imobiliaria,3,1,1,124,0,copa e estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,620000
2660,Apartamento,Madalena,Imobiliaria,4,2,2,145,75,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,950000
2661,Apartamento,Boa Viagem,Imobiliaria,4,4,4,343,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,3200000
2662,Apartamento,Madalena,Imobiliaria,3,2,2,112,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,770000
2663,Apartamento,Boa Viagem,Imobiliaria,4,2,2,149,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,950000
2664,Apartamento,Boa Viagem,Imobiliaria,3,1,2,130,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,540000
2665,Apartamento,Boa Viagem,Imobiliaria,4,2,2,132,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,750400
2666,Apartamento,Campo Grande,Imobiliaria,3,1,1,80,0,nenhum,0,0,0,0,0,0,0,0,0,0,269000
2667,Apartamento,Casa Forte,Imobiliaria,4,4,3,204,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1300000
2668,Apartamento,Madalena,Imobiliaria,1,0,1,33,27,nenhum,0,0,0,0,0,0,0,0,0,0,185000
2669,Apartamento,Rosarinho,Imobiliaria,3,1,2,100,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,520000
2670,Apartamento,Torre,Imobiliaria,3,0,1,74,0,estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,220000
2671,Apartamento,Boa Viagem,Imobiliaria,2,0,1,100,0,nenhum,0,0,0,0,0,0,0,0,0,0,240000
2672,Apartamento,Setubal,Imobiliaria,3,1,2,95,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,546300
2673,Apartamento,Parnamirim,Imobiliaria,2,0,1,45,0,salao de festas,0,0,0,0,0,1,0,0,0,0,270000
2674,Apartamento,Varzea,Imobiliaria,3,1,1,60,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,180000
2675,Apartamento,Boa Viagem,Imobiliaria,2,1,1,75,0,nenhum,0,0,0,0,0,0,0,0,0,0,390000
2676,Apartamento,Boa Viagem,Imobiliaria,4,2,2,136,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1030000
2677,Casa,Cordeiro,Imobiliaria,3,1,5,350,100,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,730000
2678,Apartamento,Encruzilhada,Imobiliaria,2,1,1,60,0,nenhum,0,0,0,0,0,0,0,0,0,0,260000
2679,Apartamento,Boa Viagem,Imobiliaria,4,3,2,149,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1200000
2680,Apartamento,Boa Viagem,Imobiliaria,4,4,3,204,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,2500000
2681,Apartamento,Boa Viagem,Imobiliaria,1,1,0,30,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,196000
2682,Apartamento,Boa Viagem,Imobiliaria,3,1,2,176,0,salao de festas,0,0,0,0,0,1,0,0,0,0,720000
2683,Apartamento,Madalena,Imobiliaria,3,1,2,92,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,480000
2684,Apartamento,Casa Forte,Imobiliaria,3,1,1,68,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,470000
2685,Apartamento,Boa Viagem,Imobiliaria,4,2,3,265,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1940000
2686,Apartamento,Campo Grande,Imobiliaria,3,1,1,63,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,370000
2687,Apartamento,Boa Viagem,Imobiliaria,3,1,1,85,0,campo de futebol e esquina,0,0,0,0,1,0,0,0,0,0,315000
2688,Apartamento,Boa Viagem,Imobiliaria,3,1,2,90,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,530000
2689,Apartamento,Madalena,Imobiliaria,2,1,1,50,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,315000
2690,Apartamento,Espinheiro,Imobiliaria,2,1,1,50,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,310000
2691,Apartamento,Casa Forte,Imobiliaria,4,4,4,255,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,1800000
2692,Apartamento,San Martin,Imobiliaria,3,1,1,68,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,280000
2693,Apartamento,Torre,Imobiliaria,2,0,1,63,0,nenhum,0,0,0,0,0,0,0,0,0,0,265000
2694,Apartamento,Boa Viagem,Imobiliaria,3,2,2,115,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,650000
2695,Apartamento,Boa Viagem,Imobiliaria,3,1,2,82,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,620000
2696,Apartamento,Boa Viagem,Imobiliaria,4,2,2,139,0,salao de festas,0,0,0,0,0,1,0,0,0,0,1650000
2697,Apartamento,Boa Viagem,Imobiliaria,1,1,1,31,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,240000
2698,Apartamento,Boa Viagem,Imobiliaria,4,1,1,170,0,frente para o mar e salao de festas,0,0,0,0,0,1,0,0,0,1,750000
2699,Apartamento,Beira Rio,Imobiliaria,4,3,2,112,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,670000
2700,Apartamento,Torreao,Imobiliaria,3,1,1,65,15,piscina e playground,0,0,1,1,0,0,0,0,0,0,330000
2701,Apartamento,Parnamirim,Imobiliaria,3,1,1,73,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,380000
2702,Apartamento,Boa Viagem,Imobiliaria,3,1,1,144,53,nenhum,0,0,0,0,0,0,0,0,0,0,520000
2703,Apartamento,Encruzilhada,Imobiliaria,3,2,0,79,0,salao de festas,0,0,0,0,0,1,0,0,0,0,553079
2704,Apartamento,Boa Viagem,Imobiliaria,3,1,2,108,0,nenhum,0,0,0,0,0,0,0,0,0,0,590000
2705,Apartamento,Parnamirim,Imobiliaria,3,1,1,775,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,520000
2706,Apartamento,Boa Viagem,Imobiliaria,4,4,3,187,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,2680000
2707,Apartamento,Casa Amarela,Imobiliaria,3,1,1,72,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,504193
2708,Apartamento,Pina,Imobiliaria,4,4,3,237,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,2650000
2709,Apartamento,Boa Viagem,Imobiliaria,4,3,2,136,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,860000
2710,Apartamento,Boa Vista,Imobiliaria,1,0,1,38,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,250000
2711,Apartamento,Boa Viagem,Imobiliaria,3,1,1,66,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,470000
2712,Apartamento,Boa Viagem,Imobiliaria,4,3,2,150,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,950000
2713,Apartamento,Encruzilhada,Imobiliaria,3,3,2,134,0,copa e playground,0,0,0,1,0,0,0,0,0,0,680000
2714,Apartamento,Aflitos,Imobiliaria,3,1,1,124,0,frente para o mar e salao de festas,0,0,0,0,0,1,0,0,0,1,640000
2715,Apartamento,Imbiribeira,Pessoa Fisica,2,1,1,75,11,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,410000
2716,Apartamento,Madalena,Pessoa Fisica,3,1,1,76,21,nenhum,0,0,0,0,0,0,0,0,0,0,290000
2717,Apartamento,Casa Forte,Imobiliaria,3,1,1,83,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,420000
2718,Apartamento,Boa Viagem,Imobiliaria,2,1,1,90,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,490000
2719,Apartamento,Casa Amarela,Imobiliaria,3,1,2,77,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,525000
2720,Apartamento,Varzea,Imobiliaria,3,1,1,87,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000
2721,Apartamento,Madalena,Imobiliaria,3,1,2,84,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,606976
2722,Apartamento,Varzea,Imobiliaria,2,1,1,55,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,270000
2723,Apartamento,Aflitos,Imobiliaria,4,2,2,208,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,645000
2724,Apartamento,Boa Viagem,Imobiliaria,4,4,3,170,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1050000
2725,Apartamento,Boa Viagem,Imobiliaria,2,1,1,52,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,360000
2726,Apartamento,Aflitos,Imobiliaria,2,0,1,59,0,nenhum,0,0,0,0,0,0,0,0,0,0,200000
2727,Apartamento,San Martin,Imobiliaria,2,1,1,68,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,320000
2728,Apartamento,Caxanga,Imobiliaria,3,1,1,65,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,358000
2729,Casa,Caxanga,Imobiliaria,4,4,2,188,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,650000
2730,Apartamento,Boa Viagem,Imobiliaria,3,1,2,126,78,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,650000
2731,Apartamento,Madalena,Imobiliaria,3,1,1,79,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,480000
2732,Apartamento,Rosarinho,Imobiliaria,3,1,1,114,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000
2733,Apartamento,Boa Viagem,Imobiliaria,4,4,4,303,0,copa,0,0,0,0,0,0,0,0,0,0,5800000
2734,Apartamento,Espinheiro,Imobiliaria,2,1,2,90,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,500000
2735,Apartamento,Boa Viagem,Imobiliaria,2,1,1,68,51,piscina e sauna,0,0,1,0,0,0,0,0,1,0,450000
2736,Apartamento,Torre,Imobiliaria,3,1,1,75,0,piscina,0,0,1,0,0,0,0,0,0,0,420000
2737,Apartamento,Casa Amarela,Imobiliaria,2,1,1,49,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,337657
2738,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,570000
2739,Apartamento,Encruzilhada,Imobiliaria,3,1,2,77,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,420000
2740,Apartamento,Boa Viagem,Imobiliaria,3,1,1,100,100,esquina,0,0,0,0,0,0,0,0,0,0,320000
2741,Apartamento,Gracas,Imobiliaria,4,2,3,237,0,piscina e esquina,0,0,1,0,0,0,0,0,0,0,1800000
2742,Apartamento,Setubal,Imobiliaria,3,1,2,100,0,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,650000
2743,Apartamento,Madalena,Imobiliaria,2,1,1,52,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,350000
2744,Apartamento,Encruzilhada,Imobiliaria,3,1,1,63,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,360000
2745,Apartamento,Casa Forte,Imobiliaria,4,2,3,240,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1550000
2746,Apartamento,Encruzilhada,Imobiliaria,2,1,1,56,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,386910
2747,Apartamento,Iputinga,Imobiliaria,3,1,1,68,0,nenhum,0,0,0,0,0,0,0,0,0,0,285000
2748,Apartamento,Espinheiro,Imobiliaria,4,2,3,230,0,salao de festas,0,0,0,0,0,1,0,0,0,0,850000
2749,Apartamento,Jaqueira,Imobiliaria,4,1,2,110,40,salao de festas,0,0,0,0,0,1,0,0,0,0,6500000
2750,Apartamento,Ilha do Retiro,Imobiliaria,4,2,3,140,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,775000
2751,Apartamento,Boa Viagem,Imobiliaria,4,3,0,270,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,1000000
2752,Apartamento,Madalena,Imobiliaria,4,4,0,203,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1400000
2753,Apartamento,Espinheiro,Imobiliaria,3,1,1,60,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,380000
2754,Apartamento,Boa Viagem,Imobiliaria,3,1,2,81,0,nenhum,0,0,0,0,0,0,0,0,0,0,725000
2755,Apartamento,S Jose,Imobiliaria,4,3,3,176,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1050000
2756,Apartamento,Espinheiro,Imobiliaria,2,1,1,62,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,350000
2757,Apartamento,Madalena,Imobiliaria,3,1,2,96,0,piscina,0,0,1,0,0,0,0,0,0,0,525000
2758,Casa,Iputinga,Imobiliaria,4,2,7,189,231,copa,0,0,0,0,0,0,0,0,0,0,690000
2759,Apartamento,Iputinga,Imobiliaria,3,1,1,78,0,nenhum,0,0,0,0,0,0,0,0,0,0,230000
2760,Apartamento,Rosarinho,Imobiliaria,4,3,2,166,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1000000
2761,Apartamento,Boa Viagem,Imobiliaria,2,1,1,94,16,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,450000
2762,Apartamento,Boa Viagem,Imobiliaria,4,1,2,360,0,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,1300000
2763,Apartamento,Boa Viagem,Imobiliaria,3,1,2,106,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,630000
2764,Apartamento,Torreao,Imobiliaria,3,1,1,167,0,estacionamento visitantes e salao de festas,0,1,0,0,0,1,0,0,0,0,400000
2765,Apartamento,Rosarinho,Imobiliaria,2,1,1,54,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000
2766,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,550000
2767,Apartamento,Casa Forte,Imobiliaria,3,1,1,66,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,445000
2768,Apartamento,Torre,Pessoa Fisica,1,1,1,63,0,nenhum,0,0,0,0,0,0,0,0,0,0,225000
2769,Apartamento,Boa Viagem,Imobiliaria,3,1,1,98,0,copa,0,0,0,0,0,0,0,0,0,0,420000
2770,Apartamento,Setubal,Imobiliaria,3,1,1,80,0,nenhum,0,0,0,0,0,0,0,0,0,0,180000
2771,Apartamento,Parnamirim,Imobiliaria,4,2,2,155,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,850000
2772,Apartamento,Imbiribeira,Imobiliaria,2,0,1,45,15,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,330000
2773,Apartamento,Parnamirim,Imobiliaria,4,0,0,303,0,nenhum,0,0,0,0,0,0,0,0,0,0,1500000
2774,Apartamento,Boa Viagem,Imobiliaria,4,2,3,155,58,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,2450000
2775,Casa,Torre,Imobiliaria,6,2,5,350,140,copa,0,0,0,0,0,0,0,0,0,0,1300000
2776,Apartamento,Boa Viagem,Imobiliaria,1,1,1,30,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,260000
2777,Apartamento,Campo Grande,Imobiliaria,3,0,1,67,0,salao de festas,0,0,0,0,0,1,0,0,0,0,270000
2778,Apartamento,Boa Viagem,Imobiliaria,2,1,1,52,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,360000
2779,Apartamento,Encruzilhada,Imobiliaria,2,1,1,60,0,nenhum,0,0,0,0,0,0,0,0,0,0,320000
2780,Casa,Tamarineira,Imobiliaria,2,1,1,200,0,nenhum,0,0,0,0,0,0,0,0,0,0,1200000
2781,Apartamento,Encruzilhada,Imobiliaria,3,1,1,68,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,357000
2782,Apartamento,Aflitos,Imobiliaria,3,1,1,110,0,nenhum,0,0,0,0,0,0,0,0,0,0,450000
2783,Apartamento,Parnamirim,Imobiliaria,3,1,1,120,0,salao de festas,0,0,0,0,0,1,0,0,0,0,510000
2784,Apartamento,Rosarinho,Imobiliaria,4,2,2,134,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,730000
2785,Apartamento,Boa Viagem,Imobiliaria,4,2,2,135,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,860000
2786,Apartamento,Casa Forte,Imobiliaria,4,4,3,241,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1400000
2787,Apartamento,Sto Amaro,Imobiliaria,4,4,3,208,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1850000
2788,Apartamento,Madalena,Imobiliaria,3,1,1,78,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,320000
2789,Apartamento,Sto Amaro,Imobiliaria,2,1,1,57,0,nenhum,0,0,0,0,0,0,0,0,0,0,331685
2790,Apartamento,Rosarinho,Imobiliaria,3,1,2,86,30,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,550000
2791,Apartamento,Madalena,Imobiliaria,2,1,1,78,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,330000
2792,Apartamento,Casa Amarela,Imobiliaria,2,1,1,52,0,piscina e estacionamento visitantes,0,1,1,0,0,0,0,0,0,0,313449
2793,Apartamento,Encruzilhada,Imobiliaria,2,1,1,51,0,nenhum,0,0,0,0,0,0,0,0,0,0,348285
2794,Apartamento,Iputinga,Imobiliaria,3,0,1,59,0,churrasqueira e estacionamento visitantes,1,1,0,0,0,0,0,0,0,0,170000
2795,Apartamento,Casa Amarela,Imobiliaria,3,1,1,79,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,452000
2796,Apartamento,Boa Viagem,Imobiliaria,3,1,1,116,0,copa,0,0,0,0,0,0,0,0,0,0,320000
2797,Apartamento,Parnamirim,Imobiliaria,3,1,2,108,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,550000
2798,Apartamento,Tamarineira,Imobiliaria,3,1,1,73,30,piscina e esquina,0,0,1,0,0,0,0,0,0,0,400000
2799,Apartamento,Casa Forte,Imobiliaria,3,1,2,121,0,nenhum,0,0,0,0,0,0,0,0,0,0,750000
2800,Apartamento,Casa Forte,Imobiliaria,4,2,3,152,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,900000
2801,Apartamento,Boa Vista,Imobiliaria,4,2,2,158,0,estacionamento visitantes e playground,0,1,0,1,0,0,0,0,0,0,690000
2802,Apartamento,Boa Viagem,Imobiliaria,3,2,2,80,0,nenhum,0,0,0,0,0,0,0,0,0,0,505000
2803,Apartamento,Casa Amarela,Imobiliaria,3,2,2,136,34,nenhum,0,0,0,0,0,0,0,0,0,0,850000
2804,Apartamento,Rosarinho,Imobiliaria,2,0,1,55,25,estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,200000
2805,Apartamento,Pina,Imobiliaria,2,1,1,58,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,497000
2806,Apartamento,Boa Viagem,Imobiliaria,3,1,2,101,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,950000
2807,Apartamento,Rosarinho,Imobiliaria,2,1,1,56,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,375000
2808,Apartamento,Boa Viagem,Imobiliaria,3,1,2,95,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,560000
2809,Apartamento,Tamarineira,Imobiliaria,3,1,1,118,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,650000
